userName,score,content,at
A Google user,5,my WhatsApp account banned .I don't know the reason why they banned my account.please unban my account,2025-06-04 20:10:34
A Google user,5,good,2025-06-04 20:10:17
A Google user,5,update like Instagram,2025-06-04 20:10:17
A Google user,5,Good very nice amazing technology,2025-06-04 20:10:11
A Google user,4,Is there any option to block or hide channels? I don't want channels. Please allow to see only one contact's status at a time and not like slideshow.. please allow disappearing message for specific chats or number and not for all chats.,2025-06-04 20:09:39
A Google user,5,খুব ভালো লাগে WhatsApp চালাতে,2025-06-04 20:09:26
A Google user,5,NASi AAP Whatsapp,2025-06-04 20:09:04
A Google user,1,Being able to tag groups in status is really dumb,2025-06-04 20:08:03
A Google user,5,Srushti Patil,2025-06-04 20:07:06
A Google user,5,not working good,2025-06-04 20:06:50
A Google user,5,good,2025-06-04 20:06:43
A Google user,5,very nice,2025-06-04 20:06:23
A Google user,5,good,2025-06-04 20:06:21
A Google user,5,Extremely helpful useful,2025-06-04 20:06:11
A Google user,5,super,2025-06-04 20:05:59
A Google user,4,"My whatsapp is nolonger working..All of a sudden the problem of You Need The Official Whatsapp to Use This Account is coming in my WhatsApp. I tried a lot but I could not find a solution to this problem. I downloaded whatsapp from the play store. After downloading it, when I sign up with my mobile number my whatsapp is not able to open so please solve this???",2025-06-04 20:05:50
A Google user,1,It's not downloading,2025-06-04 20:05:47
A Google user,5,Very helpful this apps,2025-06-04 20:05:30
A Google user,3,end to end encrypted app secrets can be. shared with anyone and any where and everytime,2025-06-04 20:04:42
A Google user,5,How can I get the official WhatsApp,2025-06-04 20:04:36
A Google user,5,excellent,2025-06-04 20:04:09
A Google user,2,"pls peoples Whatsapp when they are trying to link devices, then from there they get banned pls what is really the problem even when login in they get banned immediately then Whatsapp will tell you we apologize for this but before you know nothing to write home about THIS is really getting out of hand. something should be done.",2025-06-04 20:04:05
A Google user,5,good app,2025-06-04 20:03:44
A Google user,5,hariGond,2025-06-04 20:03:37
A Google user,4,"kurang suka, sering ga sengaja kepencet vc calon suami🤬",2025-06-04 20:03:33
A Google user,5,lovely,2025-06-04 20:03:20
A Google user,5,Excellent,2025-06-04 20:02:22
A Google user,4,it's ok i guess,2025-06-04 20:02:00
A Google user,5,l like it 😍😍😍,2025-06-04 20:01:26
A Google user,1,Lousy Nahiho,2025-06-04 20:01:08
A Google user,5,"let sidebar = document.getElementById(""sidebar""); if (sidebar.childElementCount > 0) { // Do something }",2025-06-04 19:59:34
A Google user,5,should definitely download,2025-06-04 19:58:51
A Google user,5,Good,2025-06-04 19:57:04
A Google user,5,po nn lem,2025-06-04 19:56:17
A Google user,5,nice app whatsapp chat,2025-06-04 19:55:51
A Google user,5,🥲 Awesome,2025-06-04 19:55:38
A Google user,1,I have not used it before so I do not know much about it,2025-06-04 19:54:46
A Google user,1,"Whatsapp has no control over groups and Channels promoting Nudity and pornography, it must have control over them and Must Remove Channel Portal from Whatsapp.",2025-06-04 19:54:18
A Google user,5,good app,2025-06-04 19:53:52
A Google user,5,Good,2025-06-04 19:53:24
A Google user,3,unable to attach contacts while messaging after recent updates. any solution? my mobile is in Android.,2025-06-04 19:53:15
A Google user,5,Good,2025-06-04 19:53:00
A Google user,1,I can't even see my friends profile picture anymore why is WhatsApp lle this now,2025-06-04 19:52:30
A Google user,1,good,2025-06-04 19:52:20
A Google user,5,Easy to rich out family and friend's,2025-06-04 19:52:00
A Google user,5,amazing app full world download,2025-06-04 19:50:54
A Google user,1,"scammers have started using whatsapp call, make an option to record all calls 📞.",2025-06-04 19:49:22
A Google user,5,my experience with this app were awesome 👍 and this is so much better app for chatting or for business opportunities 😃,2025-06-04 19:49:20
A Google user,5,good app,2025-06-04 19:49:08
A Google user,2,"Please, what kind of game have you started? What do you get from WhatsApp block block?",2025-06-04 19:48:52
A Google user,5,pahlguni,2025-06-04 19:48:49
A Google user,5,very very good 👌👌👍,2025-06-04 19:48:46
A Google user,5,very very good,2025-06-04 19:48:04
A Google user,5,Munna Thakur,2025-06-04 19:47:57
A Google user,5,Good,2025-06-04 19:47:25
A Google user,5,moderate,2025-06-04 19:46:09
A Google user,5,good,2025-06-04 19:44:55
A Google user,5,new upload WhatsApp,2025-06-04 19:44:43
A Google user,5,manou,2025-06-04 19:43:43
A Google user,5,What is the reason why it takes a long time to delete and send statuses on WhatsApp?,2025-06-04 19:43:09
A Google user,5,good,2025-06-04 19:43:08
A Google user,5,watsup,2025-06-04 19:43:04
A Google user,5,easy to contact with vishnavas,2025-06-04 19:42:43
A Google user,5,Enjoying the chatting with friends,2025-06-04 19:41:53
A Google user,5,nice 👍,2025-06-04 19:41:39
A Google user,2,"Hey dear, what a mess you have made of this. Now it seems as if I have just closed WhatsApp, I don't know why when I open WhatsApp, a strange filling appears. All I want to say is that whatever has been put in this matter should be removed. Everyone knows that this is a private Prasanol, so keep it as it should look private.",2025-06-04 19:41:33
A Google user,5,it is very nice app.,2025-06-04 19:40:36
A Google user,3,nice,2025-06-04 19:40:13
A Google user,5,খুব ভালো,2025-06-04 19:39:56
A Google user,5,mithle,2025-06-04 19:39:45
A Google user,5,nice,2025-06-04 19:38:55
A Google user,5,Kru,2025-06-04 19:38:38
A Google user,5,osm app,2025-06-04 19:38:26
A Google user,1,rajkumar,2025-06-04 19:38:13
A Google user,1,The reason for 1 star is that restore whatsapp status section into old one. New update version is totally confusing and difficult to use.,2025-06-04 19:38:10
A Google user,5,good,2025-06-04 19:37:40
A Google user,5,good parformas,2025-06-04 19:37:12
A Google user,5,It's a better,2025-06-04 19:36:23
A Google user,5,It is the best communicating app globally but it baffles me why they block account and spam it easily,2025-06-04 19:36:12
A Google user,5,jai shree ram,2025-06-04 19:36:03
A Google user,5,good,2025-06-04 19:35:29
A Google user,5,what's app is good app able get your phone fixed that morning but I think I will try that the two that I will be able get the money for the car with that being that I emailed you about this but I emailed her and her family will be here for you and that you are doing well and that you are not you have a great,2025-06-04 19:35:29
A Google user,5,", J",2025-06-04 19:34:44
A Google user,2,good,2025-06-04 19:34:26
A Google user,5,yes I have experience,2025-06-04 19:33:47
A Google user,4,It's not opening,2025-06-04 19:33:28
A Google user,5,nice aap,2025-06-04 19:31:40
A Google user,5,good,2025-06-04 19:31:18
A Google user,5,juui,2025-06-04 19:31:14
A Google user,5,Good gob,2025-06-04 19:30:31
A Google user,1,for to ask restore and suddenly error,2025-06-04 19:30:00
A Google user,1,can't recover messages? what a joke of an app,2025-06-04 19:29:36
A Google user,4,Baijukumarkamat,2025-06-04 19:29:33
A Google user,4,whatsapp is not download,2025-06-04 19:29:05
A Google user,2,STUPID AI FEATURE NOBODY NEED,2025-06-04 19:28:23
A Google user,5,very good,2025-06-04 19:28:15
A Google user,5,✅💯,2025-06-04 19:28:00
A Google user,5,nice,2025-06-04 19:27:47
A Google user,1,nice,2025-06-04 19:27:45
A Google user,4,experience with this is becoming good day by day nothing is like this all knew it.,2025-06-04 19:26:32
A Google user,3,So good and esay cominication,2025-06-04 19:26:28
A Google user,4,good app,2025-06-04 19:26:18
A Google user,5,good,2025-06-04 19:25:52
A Google user,1,"Phone storage space incorrectly calculating. My phone shows that WhatsApp is taking up 13 GB of storage space, when WhatsApp only shows that it is using 6 GB. Please fix this major issue!!!! I have even tried clearing caches, deleting and reinstalling the app with no success.",2025-06-04 19:24:38
A Google user,1,"Stop changing things that dont need to be changed. ""typing"" moving to the bottom is annoying.. the AI button we dont want being on top of the inbox is annoying.. and now when I open new chat there is a bug so new messages arent showing you have to scroll down or click arrows to see them. Gone down hill since Meta took over!",2025-06-04 19:22:00
A Google user,5,good,2025-06-04 19:21:54
A Google user,1,The other person can't hear my voice during a video call.,2025-06-04 19:21:35
A Google user,2,echoes in Vcalls,2025-06-04 19:21:33
A Google user,5,"It continues to be my go-to messaging app due to the simplicity and reliability of. The interface is clean and easy to navigate, making communication with friends, family and colleagues a breeze. The regular updates also ensure a seamless experience with new features like better voice and video calls.",2025-06-04 19:21:18
A Google user,5,Personal use,2025-06-04 19:21:16
A Google user,5,"I have a Suggestion. I really enjoy whatsapp and it is more useful to us. But, if you include an option for change the numbers only for groups, it will be more thankful. as students, we joined educational groups and such from parent's phone, but now we are adults, we need to change only that groups to our number. So, kindly note that! Thankyou for the app!😊",2025-06-04 19:20:56
A Google user,5,good,2025-06-04 19:20:43
A Google user,1,"আমার whatsapp কয়েক দিন পর পর হ্যাক হয়ে যায়,কি কারণে আমি জানি না,আমার অনেক ডিস্টাব হয়,এ সমস্যার আমি সমাধান চাই।",2025-06-04 19:20:32
A Google user,1,WhatsApp verification code not received Emergency for me please send me verification code Number _,2025-06-04 19:18:58
A Google user,4,"Just thinking that whatsapp ought to have a message request function for numbers that are not part of our contact, so they can't have access until permitted",2025-06-04 19:16:54
A Google user,5,I live this app very much this app is like discord 😁😁😆,2025-06-04 19:16:09
A Google user,5,super,2025-06-04 19:15:17
A Google user,5,whatsppa,2025-06-04 19:15:16
A Google user,5,mahadev,2025-06-04 19:15:05
A Google user,1,".a,,,",2025-06-04 19:14:10
A Google user,4,it's good,2025-06-04 19:13:38
A Google user,1,"I used to think it was the best, but it's actually trash. Someone reported me for no reason, and my account was just banned. Without no option to recover. I've lost my files from backup since 2021. I regret using it.",2025-06-04 19:13:37
A Google user,5,can you add a feature to remove someone from a channel? i really need that feature!!,2025-06-04 19:13:10
A Google user,2,Raju rawal,2025-06-04 19:11:38
A Google user,5,good,2025-06-04 19:10:18
A Google user,5,excellent,2025-06-04 19:10:08
A Google user,2,16jose&# bro better system,2025-06-04 19:10:07
A Google user,3,Dear Sir please restore my WhatsApp account. Next time I avoid violation activity.,2025-06-04 19:10:04
A Google user,5,A very nice aap in my mobile is whatsapp,2025-06-04 19:09:51
A Google user,5,WhatsApp messenger happened to be the easiest and fastest way of communicating with friends and family. It has all the best quality and it's very easy to operate with.,2025-06-04 19:08:44
A Google user,5,this app is the best,2025-06-04 19:08:27
A Google user,4,goood,2025-06-04 19:07:57
A Google user,1,"The app becoming worst day by day. They say I can not use my account due to spam, this happened frequently in a month.",2025-06-04 19:07:56
A Google user,5,good,2025-06-04 19:07:14
A Google user,2,Princess saye Him,2025-06-04 19:06:57
A Google user,5,tis is so nice,2025-06-04 19:06:23
A Google user,5,"Dear WhatsApp Support Team, I hope this message finds you well. I am writing to respectfully appeal the recent ban on my WhatsApp account associated with the number: +[your country code][your phone number]. I believe my account may have been mistakenly flagged, as I have always aimed to follow WhatsApp’s Terms of Service and community guidelines. If any action on my part inadvertently violated your policies, I sincerely apologize and assure you it was unintentional. WhatsApp is an essential",2025-06-04 19:06:02
A Google user,1,Sannu,2025-06-04 19:04:33
A Google user,5,saana khan,2025-06-04 19:02:57
A Google user,4,its okay...,2025-06-04 19:02:51
A Google user,5,good app,2025-06-04 19:02:36
A Google user,5,good,2025-06-04 19:02:25
A Google user,1,Nice experience,2025-06-04 19:02:19
A Google user,5,good 😊🥰,2025-06-04 19:02:09
A Google user,1,การโทรเสียงยังดีเลย์อยู่นิด ๆ,2025-06-04 19:02:07
A Google user,5,nice,2025-06-04 19:01:13
A Google user,5,Really nice to me,2025-06-04 19:00:47
A Google user,5,new update amazing,2025-06-04 19:00:18
A Google user,4,very good,2025-06-04 18:59:18
A Google user,5,I'm good person,2025-06-04 18:58:47
A Google user,5,"Good for messaging, calls, recorded messages sending pictures and record keeping.",2025-06-04 18:58:40
A Google user,1,Great,2025-06-04 18:58:03
A Google user,1,the worst app I haven't seen.. some times oko then not OK.. something wrong with provider,2025-06-04 18:55:54
A Google user,4,I cannot open this WhatsApp but it is fine,2025-06-04 18:53:15
A Google user,5,excellent 👌,2025-06-04 18:52:58
A Google user,5,awesome,2025-06-04 18:50:52
A Google user,5,great,2025-06-04 18:50:32
A Google user,5,Smart lesu,2025-06-04 18:50:32
A Google user,5,Ali kassim Ghana,2025-06-04 18:50:01
A Google user,5,amazing app,2025-06-04 18:49:08
A Google user,5,Good,2025-06-04 18:48:57
A Google user,5,good,2025-06-04 18:48:34
A Google user,5,good,2025-06-04 18:48:26
A Google user,1,it's a good app,2025-06-04 18:48:11
A Google user,5,good,2025-06-04 18:47:44
A Google user,4,Samuel Oladimeji,2025-06-04 18:46:38
A Google user,5,Marai,2025-06-04 18:44:37
A Google user,5,ye Zaw face book account,2025-06-04 18:43:57
A Google user,5,my WhatsApp is not working anymore now what is the problem,2025-06-04 18:43:33
A Google user,5,Hamza rajput,2025-06-04 18:43:23
A Google user,5,amazing app🤍🤍🤍,2025-06-04 18:43:11
A Google user,5,Dilchina Sangma,2025-06-04 18:43:03
A Google user,5,Whatsaapp was not use longer,2025-06-04 18:41:06
A Google user,5,it's a very good helping for sending some information for family and to text with family members and friends it a very good helping app for peoples in this we can make a video call voice call and etc I'm you get into a very good helping appa and we put status of some members of family and get some more information in meta AI and fell a good experience in the field of study and work and it helps to share a beautiful moments that to send to family members and a family and friends valuable time,2025-06-04 18:40:28
A Google user,3,Muhammad Taarak Amber 20,2025-06-04 18:40:25
A Google user,5,My whatsapp account unbant please,2025-06-04 18:39:25
A Google user,4,par bash gamer,2025-06-04 18:39:09
A Google user,5,Amazing best app ever thank you dear 😘 ❤️ 💕 ♥️ 💖 💙 😘 ❤️ 💕,2025-06-04 18:38:50
A Google user,1,"Don't open, frequently off",2025-06-04 18:38:35
A Google user,5,"can we get video call experience on Chromebook WhatsApp web ,even voice call",2025-06-04 18:38:03
A Google user,5,camera WhatsApp,2025-06-04 18:37:50
A Google user,5,terrific,2025-06-04 18:37:43
A Google user,1,GAURAV Pachauri,2025-06-04 18:35:30
A Google user,1,Why you ban my WhatsApp account please open it In this time You always ban it daily without any issues Give me the reason why you ban my account daily,2025-06-04 18:35:26
A Google user,5,They keep locking my accounts and some videos not supported yuk,2025-06-04 18:34:21
A Google user,1,my app is not working,2025-06-04 18:33:54
A Google user,5,I like it,2025-06-04 18:33:07
A Google user,5,back up history chatts,2025-06-04 18:32:39
A Google user,5,🔥🔥,2025-06-04 18:30:44
A Google user,5,super poda പടി,2025-06-04 18:30:28
A Google user,5,it's good and that shy not it's for all but I like it's good 👍 done Tanish:),2025-06-04 18:30:17
A Google user,5,"Absolutely essential! Messaging is fast, voice/video calls are super clear. Love the privacy features too.",2025-06-04 18:30:11
A Google user,5,"Simple, fast, and reliable. Love the end-to-end encryption and how easy it is to stay connected with family and friends.",2025-06-04 18:29:57
A Google user,1,5star,2025-06-04 18:29:49
A Google user,5,nice,2025-06-04 18:29:48
A Google user,5,I must backup my w up and save it I don't know where,2025-06-04 18:29:07
A Google user,5,its a very nice app,2025-06-04 18:29:01
A Google user,3,please don't show channels on this app because there are many channels who upload vulgar videos. this app is a family app. how can we restrict these kinds of video clips.,2025-06-04 18:28:43
A Google user,5,"good,,is there an adverse of it",2025-06-04 18:28:38
A Google user,5,I love this app,2025-06-04 18:28:24
A Google user,5,Good,2025-06-04 18:28:06
A Google user,1,no longer available please check after 24 hours problem still facing,2025-06-04 18:28:03
A Google user,5,sekmixbyyas,2025-06-04 18:27:57
A Google user,5,super,2025-06-04 18:27:54
A Google user,5,Good app,2025-06-04 18:27:53
A Google user,5,please unblock,2025-06-04 18:27:51
A Google user,4,Batuan,2025-06-04 18:27:17
A Google user,4,"Feedback: I appreciate the new features on WhatsApp, but I have a concern regarding the ""Channels"" section. Some of the recommended channels that appear are inappropriate or contain adult (+18) content. This is particularly worrying if a child happens to use my phone and clicks on one out of curiosity. It would be great if there was an option to turn off or customize the recommended channels—perhaps by allowing users to opt out of seeing them altogether, or at least swipe to hide s",2025-06-04 18:27:06
A Google user,5,ahhhhhhh,2025-06-04 18:27:00
A Google user,4,v c ccjbb🐈‍⬛👌💀💀,2025-06-04 18:26:58
A Google user,4,"experiencing a time lag in attaching the contact after last update, please resolve",2025-06-04 18:26:55
A Google user,3,আমার ফিরাই দেন,2025-06-04 18:26:51
A Google user,1,Whatsapp code does not appear.,2025-06-04 18:26:16
A Google user,5,good,2025-06-04 18:25:56
A Google user,1,can't receive code,2025-06-04 18:25:26
A Google user,5,good,2025-06-04 18:24:34
A Google user,4,"Hi there, while try to unmute person or group on andriod mobile the notification turn back to mute again... Need help from your end to resolve this issue.",2025-06-04 18:23:45
A Google user,5,good,2025-06-04 18:23:32
A Google user,5,Sahdip.GaWai,2025-06-04 18:22:18
A Google user,5,good,2025-06-04 18:21:49
A Google user,1,whats app not working,2025-06-04 18:21:24
A Google user,5,what's up,2025-06-04 18:20:52
A Google user,5,good,2025-06-04 18:20:34
A Google user,5,✔️🎀❌️🎀,2025-06-04 18:18:48
A Google user,1,It's a very nice app I really love whatapp business,2025-06-04 18:18:41
A Google user,1,Nonsense,2025-06-04 18:16:52
A Google user,4,This would amazing - in app game on WhatsApp group (Decision spin or spin and win) with option features of number of attempt by individual just like the POLLS on WhatsApp. thanks,2025-06-04 18:15:23
A Google user,3,রান তিনি ই,2025-06-04 18:14:44
A Google user,5,anil Nishad King of,2025-06-04 18:14:25
A Google user,5,💘🥰🥰🥰🥰🥰🥰🥰,2025-06-04 18:13:20
A Google user,5,Normally WhatsApp zero star,2025-06-04 18:13:13
